gene_id	accession_number	X1C	X1O1	X1D1	X1OD1	X1O24	X1D24	X1OD24	X2C	X2O1	X2D1	X2OD1	X2O24	X2D24	X2OD24	X3C	X3O1	X3D1	X3OD1	X3O24	X3D24	X3OD24
TRINITY_DN375497_c0_g1	XP_008195736	0	14	0	0	16	131	59	0	33	0	64	290	133	81	0	0	0	0	83	140	192
TRINITY_DN399478_c2_g3	XP_008199913	0	0	0	0	0	24	7	0	0	0	40	123	33	40	0	0	0	0	13	5	44
TRINITY_DN25546_c0_g1	XP_008275983	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	7	11	20
TRINITY_DN381042_c11_g6	XP_008284546	0	6	0	0	6	17	0	0	0	0	42	50	9	39	0	0	0	0	14	46	77
TRINITY_DN389093_c7_g4	XP_008290329	0	9	0	11	5	53	6	0	20	0	33	37	62	21	0	0	0	0	17	54	103
TRINITY_DN400892_c2_g4	XP_008294408	0	0	0	0	5	0	0	0	0	0	13	6	9	26	0	0	0	0	7	0	15
TRINITY_DN391739_c0_g8	XP_008299258	0	11	0	0	26	137	41	0	19	0	82	127	151	95	0	0	0	0	24	92	201
TRINITY_DN368723_c0_g1	XP_008304638	5	54	0	5	146	63	134	0	57	5	113	47	75	236	0	0	0	0	55	113	282
TRINITY_DN389098_c2_g2	XP_008306718	0	0	11	9	0	0	0	0	0	0	0	0	0	12	7	0	0	0	6	11	23
TRINITY_DN373345_c0_g1	XP_008312543	0	0	0	0	0	16	0	0	15	0	0	19	24	0	0	0	0	0	0	0	16
TRINITY_DN382961_c3_g10	XP_008322356	0	21	0	0	7	27	15	0	22	7	13	99	73	35	0	0	0	0	9	59	66
TRINITY_DN394226_c0_g3	XP_008324611	32	75	56	55	78	92	87	56	86	37	158	468	145	190	64	46	41	30	45	261	201
TRINITY_DN393355_c0_g3	XP_008324648	0	17	0	0	7	24	5	0	22	0	41	36	26	9	0	0	0	0	14	16	31
TRINITY_DN399844_c2_g1	XP_008328707	0	0	0	0	0	13	0	0	0	5	14	9	25	0	0	0	0	0	0	13	0
TRINITY_DN395332_c0_g1	XP_008328788	0	17	0	0	13	19	14	0	28	0	57	65	62	84	0	7	11	0	28	147	189
TRINITY_DN399558_c4_g1	XP_008398737	267	1390	217	179	13694	12616	15983	0	1809	207	5138	20496	12925	23430	154	186	237	168	5288	13714	10262
TRINITY_DN388946_c3_g2	XP_008405282	0	12	0	0	0	0	0	0	11	0	8	0	6	0	0	0	0	0	0	22	11
TRINITY_DN326729_c0_g1	XP_008415222	6	0	0	0	0	0	0	0	5	7	0	0	0	8	0	0	7	5	0	0	0
TRINITY_DN400972_c1_g4	XP_008419372	10	27	5	31	82	130	83	12	34	16	132	358	157	211	10	27	13	8	70	104	236
TRINITY_DN380241_c2_g5	XP_008480849	0	18	0	5	23	185	34	0	29	5	95	172	136	60	0	0	0	0	60	201	195
TRINITY_DN398594_c0_g2	XP_008489613	17	6	5	0	0	37	0	0	21	0	52	112	89	87	0	0	0	0	10	474	213
TRINITY_DN386268_c0_g1	XP_008493220	0	0	0	0	0	34	0	0	0	0	19	86	45	22	0	0	0	0	7	38	23
TRINITY_DN385182_c2_g2	XP_008539412	33	41	45	81	28	46	43	41	27	43	69	44	12	131	20	40	71	25	66	69	134
TRINITY_DN389919_c1_g3	XP_008547279	0	0	0	0	0	11	0	0	5	0	21	45	8	0	0	0	0	0	8	5	19
TRINITY_DN391596_c0_g1	XP_008553438	0	0	0	0	9	8	5	0	0	0	10	29	18	9	0	0	0	0	0	0	9
TRINITY_DN388907_c0_g4	XP_008578547	69	103	84	266	329	616	300	54	105	60	399	842	718	605	229	185	130	159	261	682	448
TRINITY_DN399023_c2_g6	XP_008694266	0	0	0	0	0	8	0	0	10	0	18	149	30	0	0	0	0	0	12	0	0
TRINITY_DN396633_c0_g3	XP_008823842	5	7	7	0	46	125	48	0	6	0	66	248	262	131	0	0	0	0	82	112	317
TRINITY_DN561829_c0_g1	XP_008830871	0	0	0	0	6	9	0	0	0	0	9	13	0	6	0	0	0	0	0	0	5
TRINITY_DN391953_c5_g3	XP_008833637	0	5	0	0	0	0	0	0	0	5	0	20	20	0	0	0	0	0	0	6	5
TRINITY_DN382879_c6_g1	XP_008880556	44	39	20	29	56	29	45	30	40	53	16	39	47	38	34	26	22	16	27	20	72
TRINITY_DN382396_c1_g2	XP_008881610	0	12	0	0	0	0	0	0	9	0	0	0	0	0	156	39	0	0	0	91	22
TRINITY_DN397970_c0_g5	XP_008881610	8	9	0	0	0	0	5	6	0	0	0	0	5	9	19	13	206	11	6	57	91
TRINITY_DN386629_c1_g1	XP_008923533	12	0	22	40	0	19	0	13	0	30	32	12	6	27	0	47	36	5	6	14	15
TRINITY_DN370086_c0_g1	XP_008980387	0	9	10	35	41	54	40	9	15	5	106	159	59	65	26	15	30	8	19	105	61
TRINITY_DN377312_c6_g3	XP_009010903	6	6	0	0	6	0	0	12	0	0	0	0	0	6	0	9	0	10	0	0	0
TRINITY_DN378683_c5_g5	XP_009012001	338	6750	266	198	6244	8130	6003	0	7302	286	8536	7273	10230	5344	122	250	295	189	2914	23350	14870
TRINITY_DN382673_c4_g4	XP_009017694	26	17	5	15	0	0	6	20	16	12	6	5	0	0	0	113	18	203	0	0	0
TRINITY_DN385967_c1_g3	XP_009018108	5	87	0	0	29	80	17	11	93	0	125	150	105	81	6	33	6	0	315	209	847
TRINITY_DN394195_c2_g2	XP_009018494	17	28	16	0	13	0	26	20	0	21	5	0	0	13	0	0	0	22	18	0	0
TRINITY_DN382420_c2_g6	XP_009020695	43	281	38	37	484	859	496	33	290	38	518	1590	1419	512	36	34	53	46	552	1357	2462
TRINITY_DN376941_c1_g3	XP_009021356	15	13	20	30	7	9	21	24	12	27	7	7	0	13	9	136	9	270	11	0	0
TRINITY_DN360742_c0_g1	XP_009028970	10	0	0	14	0	0	0	0	0	0	0	0	0	0	0	24	0	31	14	0	0
TRINITY_DN398117_c2_g1	XP_009030018	0	0	0	0	5	0	0	22	0	0	10	0	0	7	0	122	0	60	0	0	0
TRINITY_DN388381_c2_g3	XP_009037528	16	26	0	0	8	0	11	5	5	0	9	0	0	0	0	0	0	0	0	29	13
TRINITY_DN397970_c0_g2	XP_009037528	8	7	22	0	0	0	6	0	0	0	0	0	0	5	0	5	0	5	0	122	30
TRINITY_DN212010_c0_g1	XP_009037535	0	10	0	0	0	0	0	0	0	0	14	5	0	0	0	8	0	0	0	30	17
TRINITY_DN381997_c3_g1	XP_009037535	48	17	11	8	16	12	18	20	12	20	41	11	11	8	29	54	28	16	7	24	19
TRINITY_DN396298_c3_g3	XP_009037592	5	0	17	0	7	0	14	0	0	9	0	5	0	15	25	172	49	29	10	523	428
TRINITY_DN380409_c2_g1	XP_009037769	14	33	25	7	46	105	44	6	26	37	12	29	128	24	69	45	6980	42	34	67	334
TRINITY_DN394992_c1_g1	XP_009037769	87	56	35	20	42	18	86	39	33	55	20	54	24	47	652	2491	85	364	367	534	2540
TRINITY_DN332440_c0_g1	XP_009041403	5	0	0	0	5	5	0	0	0	8	6	0	0	0	0	0	8	0	0	5	0
TRINITY_DN375294_c0_g1	XP_009044555	0	32	0	0	9	35	10	0	41	0	25	101	79	17	0	0	0	0	37	75	94
TRINITY_DN380371_c3_g2	XP_009044647	23	35	38	11	10	27	18	38	26	26	8	7	6	33	31	33	25	16	23	52	231
TRINITY_DN272169_c0_g1	XP_009046357	8	6	6	0	8	0	0	5	0	12	0	0	0	10	0	5	0	9	13	0	0
TRINITY_DN385690_c4_g1	XP_009046987	5	0	0	0	0	0	0	0	0	0	0	12	0	0	7	5	0	5	0	0	0
TRINITY_DN388774_c0_g1	XP_009048033	0	0	0	0	0	10	0	0	0	0	14	26	5	0	0	0	0	0	17	0	25
TRINITY_DN394377_c5_g6	XP_009049000	292	393	326	595	497	430	422	344	441	559	532	625	355	612	649	796	625	630	408	502	862
TRINITY_DN399279_c0_g4	XP_009050029	12	30	0	0	105	213	56	0	52	12	288	536	192	282	7	8	9	0	139	488	412
TRINITY_DN399279_c0_g6	XP_009050029	0	14	0	0	38	90	33	0	0	0	78	182	82	100	0	6	0	0	64	185	113
TRINITY_DN380961_c9_g1	XP_009050217	15	33	0	20	77	60	65	0	22	0	31	115	209	108	7	0	9	0	52	263	1368
TRINITY_DN395978_c0_g2	XP_009052187	0	11	19	21	12	49	10	8	5	9	47	100	68	62	14	8	5	0	45	54	96
TRINITY_DN399161_c3_g1	XP_009052204	63	685	87	57	466	811	464	46	866	97	1404	815	1022	792	29	85	60	81	486	934	1600
TRINITY_DN394012_c4_g4	XP_009053926	0	0	0	0	0	13	0	0	0	0	0	45	6	0	0	0	0	0	0	112	21
TRINITY_DN370213_c0_g1	XP_009054404	0	5	0	6	0	0	6	5	0	7	0	0	0	8	0	18	0	15	0	0	0
TRINITY_DN386034_c8_g6	XP_009056106	0	7	11	0	8	0	17	16	0	6	0	0	0	0	0	0	0	5	0	0	0
TRINITY_DN384891_c0_g1	XP_009058095	12	24	25	71	11	0	8	33	29	36	13	10	0	24	12	215	35	211	21	0	0
TRINITY_DN378115_c13_g2	XP_009058102	14	0	0	5	0	0	0	0	0	12	0	0	0	0	0	8	6	22	0	0	0
TRINITY_DN389359_c0_g11	XP_009059522	0	0	0	0	0	0	0	0	0	0	0	8	5	9	0	0	0	0	0	7	8
TRINITY_DN384127_c8_g6	XP_009059645	60	98	60	32	61	34	43	87	109	54	77	28	22	33	26	49	49	46	43	26	73
TRINITY_DN395131_c0_g6	XP_009059655	0	0	0	0	0	0	16	6	0	0	0	0	0	11	0	17	0	17	6	0	0
TRINITY_DN398092_c1_g4	XP_009060563	0	7	0	0	0	0	0	0	5	0	9	7	14	0	0	0	0	0	0	18	16
TRINITY_DN383734_c0_g1	XP_009060743	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8	25	0	9	6	0	0
TRINITY_DN389053_c2_g4	XP_009060982	0	24	0	0	0	7	0	0	41	0	13	17	14	0	0	0	0	0	0	0	0
TRINITY_DN396648_c0_g6	XP_009061583	0	12	0	0	17	27	15	0	12	0	30	46	32	42	0	0	0	0	7	39	73
TRINITY_DN397997_c3_g2	XP_009061940	0	0	0	0	0	20	0	0	6	0	0	17	40	20	0	0	0	0	0	16	7
TRINITY_DN387402_c1_g5	XP_009063229	6	68	17	0	170	175	130	0	96	6	103	528	318	353	0	6	12	11	111	376	449
TRINITY_DN374967_c0_g1	XP_009063652	0	0	0	0	0	0	0	0	0	0	13	59	0	6	0	0	0	0	0	33	22
TRINITY_DN390590_c3_g4	XP_009064001	8	13	9	48	31	20	21	15	26	25	50	58	45	32	16	26	33	9	38	23	81
TRINITY_DN390729_c3_g2	XP_009064344	5	5	11	0	5	9	7	0	5	12	12	29	5	35	0	7	6	0	7	30	32
TRINITY_DN372982_c0_g1	XP_009064355	0	5	0	0	10	29	11	0	5	0	18	50	37	40	0	0	7	0	14	108	45
TRINITY_DN398737_c1_g4	XP_009064755	0	45	0	0	20	22	16	0	40	0	48	70	25	27	0	0	0	0	25	68	126
TRINITY_DN394349_c0_g1	XP_009064953	0	27	0	0	0	26	5	0	19	0	37	0	31	0	0	0	0	0	8	43	68
TRINITY_DN394695_c2_g2	XP_009065180	5	0	0	0	5	11	0	0	0	0	5	15	23	10	0	0	0	0	11	44	20
TRINITY_DN398458_c0_g1	XP_009066276	0	22	8	0	13	24	0	0	38	6	41	78	106	5	0	12	6	0	10	117	38
TRINITY_DN384996_c7_g1	XP_009066545	0	10	11	0	10	24	9	0	8	8	25	46	47	12	0	0	0	0	19	0	39
TRINITY_DN371094_c0_g1	XP_009066827	0	0	0	0	0	25	10	0	0	0	18	116	31	17	0	0	0	0	0	69	65
TRINITY_DN400481_c1_g5	XP_009077135	30	14	28	17	30	6	25	24	22	23	15	7	0	12	23	13	39	17	11	0	0
TRINITY_DN397630_c0_g2	XP_009100424	28	131	14	14	155	844	150	0	197	27	412	1133	907	166	10	25	23	7	337	661	586
TRINITY_DN400883_c1_g1	XP_009239916	892	1114	1425	3218	1931	1465	1747	985	1105	1522	1753	3207	1864	2435	2714	2462	2058	1396	1540	2387	3491
TRINITY_DN400528_c1_g2	XP_009250238	0	0	0	5	12	82	13	0	12	0	28	115	112	46	0	14	14	0	8	117	32
TRINITY_DN383485_c0_g1	XP_009304590	0	0	0	16	0	11	0	0	0	0	5	47	16	5	0	6	0	7	12	0	39
TRINITY_DN400424_c2_g4	XP_009305812	0	0	0	6	13	0	6	0	16	0	16	19	19	12	0	5	0	0	14	35	51
TRINITY_DN392015_c0_g1	XP_009328814	0	0	0	0	7	0	5	0	6	5	28	0	6	5	0	0	0	0	0	12	0
TRINITY_DN390280_c1_g1	XP_009532016	0	0	11	0	0	0	6	0	0	9	0	15	0	0	0	0	5	0	0	0	0
TRINITY_DN390280_c1_g6	XP_009532016	0	7	29	0	5	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0
TRINITY_DN378615_c5_g3	XP_009534204	48	55	52	74	50	28	65	95	64	99	35	33	0	55	29	279	57	201	82	0	0
TRINITY_DN395381_c4_g4	XP_009534205	49	51	52	35	60	21	63	82	48	74	32	0	5	54	27	36	48	53	40	23	30
TRINITY_DN284446_c0_g1	XP_009539700	23	16	16	7	13	0	9	18	0	5	9	0	18	0	0	0	0	7	0	10	16
TRINITY_DN389637_c0_g3	XP_009539701	0	0	9	0	0	0	0	0	0	6	0	0	0	7	0	6	0	0	0	78	0
TRINITY_DN390072_c4_g2	XP_009558245	0	18	0	0	0	0	7	6	25	0	0	0	0	12	0	0	0	10	0	5	0
TRINITY_DN381773_c8_g1	XP_009571518	90	79	67	58	140	125	142	119	102	87	134	206	153	170	90	73	105	144	114	162	107
TRINITY_DN370671_c0_g1	XP_009666071	0	8	0	0	5	22	0	0	5	0	5	47	39	17	0	0	0	0	0	15	32
TRINITY_DN399373_c3_g3	XP_009707902	0	0	0	0	0	38	0	0	0	0	19	54	75	0	0	0	0	0	0	7	0
TRINITY_DN394459_c7_g2	XP_009844031	0	0	0	0	0	23	0	0	0	5	5	10	48	0	0	0	0	0	0	0	0
TRINITY_DN419536_c0_g1	XP_009857510	8	0	8	0	0	0	0	5	7	8	0	0	0	0	0	0	5	0	0	0	0
TRINITY_DN399495_c1_g4	XP_009889420	0	15	0	0	52	21	62	0	10	0	146	349	18	129	0	0	0	0	23	127	107
TRINITY_DN360793_c0_g1	XP_009892658	0	0	0	0	0	0	0	0	0	0	0	6	6	7	5	0	0	0	0	11	7
TRINITY_DN393360_c2_g1	XP_009902457	39	93	62	152	131	335	86	32	117	49	196	582	470	307	54	93	55	40	185	768	708
TRINITY_DN390988_c2_g1	XP_009903415	0	15	0	0	45	56	32	0	29	0	37	106	68	53	0	0	0	0	22	65	67
TRINITY_DN395176_c1_g3	XP_009906132	6	6	5	69	17	20	55	11	8	30	28	59	25	42	101	126	5	25	39	64	53
TRINITY_DN390890_c0_g4	XP_009943456	0	0	0	0	0	0	0	0	0	0	18	0	17	9	0	0	0	0	0	19	15
TRINITY_DN370371_c0_g1	XP_009948717	0	24	0	0	48	98	32	0	31	0	36	150	109	70	0	0	0	0	52	78	118
TRINITY_DN397113_c3_g2	XP_010008941	0	120	0	0	73	150	62	0	119	0	292	404	221	124	0	0	5	0	98	176	248
TRINITY_DN390465_c0_g1	XP_010022020	404	522	533	315	517	493	492	495	525	507	446	951	645	941	493	475	355	382	406	679	860
TRINITY_DN392449_c0_g3	XP_010104756	0	0	0	0	0	5	8	0	0	0	5	6	5	0	0	0	0	0	8	0	6
TRINITY_DN384770_c1_g1	XP_010104773	18	26	38	14	14	10	6	23	28	24	0	5	0	19	56	293	15	39	10	387	350
TRINITY_DN386372_c2_g11	XP_010104773	0	9	0	0	10	5	0	8	0	0	0	0	10	8	7	127	0	14	0	21	0
TRINITY_DN388617_c0_g2	XP_010104773	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	9	0	7	0	39	22
TRINITY_DN388617_c1_g1	XP_010104773	0	0	0	0	0	9	0	0	0	5	0	0	11	5	0	20	9	0	7	238	0
TRINITY_DN393900_c1_g1	XP_010104773	0	10	0	0	0	0	5	0	0	0	0	5	0	6	19	104	5	23	18	390	216
TRINITY_DN393900_c1_g6	XP_010104773	0	0	0	0	5	0	0	0	0	0	0	0	0	0	39	83	0	0	0	18	96
TRINITY_DN391441_c0_g1	XP_010106597	2622	1532	1490	743	1419	580	1553	2250	775	1038	688	308	375	784	2737	3336	1037	2313	1258	10984	21418
TRINITY_DN391607_c4_g5	XP_010106597	4550	2218	2321	1008	1989	852	1730	3874	1007	1229	1009	436	572	884	946	1055	1097	1666	1134	1290	5006
TRINITY_DN386405_c15_g1	XP_010112784	48	368	40	16	151	5602	140	0	354	46	631	5700	7553	208	18	50	46	55	1332	854	564
TRINITY_DN396639_c2_g2	XP_010112784	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	76	0	5	5	227	170
TRINITY_DN397279_c5_g1	XP_010140292	7	37	13	98	53	67	67	15	42	29	105	247	87	121	32	21	14	14	100	86	241
TRINITY_DN392951_c0_g3	XP_010180731	0	14	8	28	45	61	20	0	41	16	70	85	70	60	19	15	10	13	40	98	102
TRINITY_DN369021_c0_g1	XP_010187453	0	0	0	0	5	14	6	0	0	0	0	16	13	5	0	0	0	0	15	16	23
TRINITY_DN385011_c1_g12	XP_010239583	0	7	5	0	0	0	0	0	11	14	12	0	0	7	0	15	17	0	0	0	0
TRINITY_DN387344_c4_g1	XP_010268682	209	335	352	851	711	982	596	210	385	264	847	2007	1787	1558	361	318	343	217	510	1511	1822
TRINITY_DN385258_c3_g4	XP_010279816	37	659	44	13	1032	2110	746	0	714	51	1495	3303	1935	2468	31	14	13	16	840	2294	3460
TRINITY_DN380776_c3_g1	XP_010401754	0	0	0	0	0	6	0	0	7	0	6	16	28	0	0	0	0	0	0	0	0
TRINITY_DN397981_c1_g5	XP_010626495	0	0	0	0	8	5	20	0	0	0	0	24	5	24	0	0	0	0	0	0	5
TRINITY_DN401288_c0_g5	XP_010637468	0	26	0	0	0	0	0	0	17	0	7	12	7	0	0	0	0	0	0	0	10
TRINITY_DN228721_c0_g1	XP_010648936	0	9	0	0	0	18	0	0	0	0	0	127	21	0	0	0	0	0	7	0	0
TRINITY_DN392695_c0_g1	XP_010709187	0	0	10	20	0	5	0	0	0	0	0	0	5	0	0	8	0	0	7	24	24
TRINITY_DN397708_c0_g2	XP_010721293	0	5	0	0	6	6	5	0	0	0	17	18	9	12	0	0	0	0	11	14	19
TRINITY_DN391098_c2_g7	XP_010723192	10	35	0	0	43	251	40	0	39	9	160	587	533	129	0	0	6	8	93	203	189
TRINITY_DN388210_c6_g5	XP_010733182	0	0	0	0	0	6	0	6	0	0	18	36	18	21	5	0	5	0	0	29	31
TRINITY_DN89331_c0_g1	XP_010738456	18	112	0	22	164	601	241	5	123	6	197	1065	638	326	0	17	9	15	325	787	294
TRINITY_DN388210_c6_g8	XP_010744969	0	104	0	0	24	75	29	0	67	0	71	75	95	15	0	0	0	0	8	143	100
TRINITY_DN397663_c1_g4	XP_010767916	20	8	29	8	5	0	7	18	0	0	6	0	0	7	0	24	0	5	8	9	0
TRINITY_DN385243_c2_g4	XP_010773598	7	39	0	0	20	49	0	0	30	0	58	84	90	25	5	0	0	0	21	124	92
TRINITY_DN387886_c3_g1	XP_010776602	0	0	0	0	0	12	5	0	0	0	0	11	13	0	0	0	0	0	0	23	14
TRINITY_DN393089_c1_g6	XP_010783350	0	0	0	0	17	55	6	0	7	0	24	248	70	96	0	0	5	0	75	12	283
TRINITY_DN396328_c0_g3	XP_010864162	0	43	0	0	37	42	21	0	77	0	70	92	88	43	0	0	0	0	18	152	246
TRINITY_DN379207_c9_g3	XP_010869356	0	7	0	0	0	6	7	0	0	0	12	11	30	14	0	0	0	0	0	32	43
TRINITY_DN400451_c1_g1	XP_010898270	0	191	0	6	67	142	101	0	208	0	158	279	202	175	0	0	0	0	97	292	437
TRINITY_DN399554_c2_g4	XP_010971132	0	54	0	0	117	518	150	0	76	0	335	1234	376	290	0	0	11	0	229	194	232
TRINITY_DN380066_c0_g1	XP_010997620	0	0	0	0	0	0	0	0	0	0	5	49	13	12	0	0	0	0	7	47	29
TRINITY_DN387097_c1_g1	XP_011013113	9	0	0	0	0	0	5	0	5	10	0	7	0	0	35	6	42	0	0	6	37
TRINITY_DN388387_c0_g1	XP_011013113	6	6	0	0	6	0	5	5	0	0	0	0	0	0	0	0	6	0	0	22	0
TRINITY_DN393580_c2_g2	XP_011016126	0	10	0	0	0	397	0	0	10	0	31	291	649	0	0	0	0	0	127	0	0
TRINITY_DN395583_c0_g4	XP_011108180	0	18	0	0	5	0	0	0	11	8	0	7	0	0	0	13	0	8	20	6	13
TRINITY_DN357791_c0_g1	XP_011132558	28	10	11	8	19	8	26	15	5	18	12	6	8	0	0	0	0	0	5	0	0
TRINITY_DN350930_c0_g1	XP_011186971	0	40	0	24	138	214	73	0	50	0	177	421	281	274	7	19	22	11	135	327	382
TRINITY_DN391644_c0_g6	XP_011191388	0	0	0	0	0	0	0	0	0	0	0	10	0	12	0	0	0	0	8	9	32
TRINITY_DN394223_c0_g1	XP_011195565	0	212	0	0	174	332	118	0	180	0	320	597	429	297	0	0	0	0	119	306	653
TRINITY_DN360830_c0_g1	XP_011264649	0	5	0	0	0	10	0	0	6	0	13	36	22	18	0	0	0	5	17	10	20
TRINITY_DN398120_c1_g3	XP_011266121	52	38	35	222	100	155	86	40	35	38	121	275	177	150	90	100	64	57	105	112	139
TRINITY_DN383139_c4_g2	XP_011311360	0	0	0	0	0	5	0	0	0	0	7	25	7	8	0	0	0	0	0	0	7
TRINITY_DN359455_c0_g1	XP_011329806	0	69	5	5	92	197	109	0	95	0	209	313	229	120	0	0	0	0	57	271	225
TRINITY_DN397600_c1_g7	XP_011332672	0	38	13	0	109	36	73	0	42	7	112	68	52	180	9	5	6	0	77	321	263
TRINITY_DN398599_c0_g5	XP_011347531	0	40	0	0	8	21	17	0	52	0	53	74	18	6	0	0	0	0	28	57	63
TRINITY_DN393343_c3_g7	XP_011402441	0	6	0	0	0	8	5	0	0	0	13	34	0	0	0	0	0	0	0	18	32
TRINITY_DN392238_c1_g1	XP_011402457	56	174	44	119	551	476	487	34	179	62	428	1039	537	797	68	75	55	54	341	903	938
TRINITY_DN396670_c0_g2	XP_011402461	57	209	87	34	141	65	78	71	200	96	158	55	50	72	52	113	69	61	69	224	213
TRINITY_DN396779_c0_g6	XP_011402471	0	22	0	0	81	93	52	0	28	0	63	266	111	94	0	0	0	0	67	347	339
TRINITY_DN392508_c0_g4	XP_011402481	0	5	0	0	8	9	0	0	18	0	6	7	9	0	0	0	5	0	0	25	17
TRINITY_DN396892_c1_g2	XP_011402490	0	36	27	257	235	53	176	0	71	28	145	142	95	476	48	47	21	31	55	449	1080
TRINITY_DN49218_c0_g1	XP_011402511	0	0	0	10	0	0	0	0	7	0	6	6	8	0	0	0	0	0	0	5	17
TRINITY_DN393847_c0_g3	XP_011402532	0	5	0	0	7	18	6	0	0	0	25	49	28	33	0	0	0	0	12	28	29
TRINITY_DN387989_c2_g1	XP_011402542	0	0	0	0	0	18	0	0	0	0	8	27	30	0	0	0	0	0	5	28	38
TRINITY_DN382382_c0_g4	XP_011402550	0	0	0	120	43	0	33	0	0	0	143	44	8	69	0	0	0	0	0	169	519
TRINITY_DN381077_c4_g2	XP_011402564	0	0	0	0	0	38	19	0	0	0	9	46	55	6	0	0	0	0	13	29	23
TRINITY_DN388474_c4_g1	XP_011402567	0	5	0	0	7	5	0	0	12	0	8	32	15	11	0	0	0	0	11	16	42
TRINITY_DN398327_c0_g1	XP_011402575	0	0	0	0	34	77	52	0	0	0	65	99	90	34	0	0	0	0	0	39	93
TRINITY_DN396785_c0_g1	XP_011402589	6	0	0	0	0	16	0	0	6	0	8	47	35	9	0	0	0	0	27	24	37
TRINITY_DN398703_c0_g7	XP_011402615	0	22	7	0	0	0	5	6	42	16	8	8	6	11	7	5	5	7	0	28	12
TRINITY_DN396588_c0_g5	XP_011402618	0	5	0	14	33	49	19	0	18	5	72	81	50	30	6	0	0	0	19	73	77
TRINITY_DN380793_c0_g3	XP_011402632	0	0	0	0	0	0	0	0	0	0	0	19	13	21	0	0	0	0	0	36	6
TRINITY_DN390411_c2_g2	XP_011402645	0	51	0	6	20	48	7	0	47	0	47	73	60	70	0	0	0	0	14	51	131
TRINITY_DN392598_c0_g1	XP_011402649	0	23	0	7	47	132	26	0	55	0	60	192	218	64	11	0	0	0	65	357	297
TRINITY_DN387828_c0_g5	XP_011402660	0	0	0	0	0	21	0	0	0	0	33	100	41	19	0	0	0	0	5	0	9
TRINITY_DN391871_c3_g1	XP_011402660	0	62	0	0	142	375	201	0	48	0	197	956	487	344	0	0	0	0	230	475	675
TRINITY_DN379725_c2_g2	XP_011402664	44	109	41	120	122	331	155	37	135	63	159	392	329	262	66	82	63	56	185	448	386
TRINITY_DN387850_c0_g5	XP_011402680	11	54	20	12	25	48	0	6	45	27	23	38	47	21	18	37	0	8	16	71	65
TRINITY_DN391764_c2_g2	XP_011402684	0	6	0	0	0	43	0	0	10	0	6	87	105	15	0	0	0	0	32	44	76
TRINITY_DN398926_c4_g3	XP_011402684	52	364	40	150	305	606	232	53	499	42	853	1007	852	514	67	90	68	51	306	1067	1266
TRINITY_DN391306_c0_g2	XP_011402696	19	49	11	26	97	216	77	0	28	6	212	268	190	266	56	36	54	37	77	450	446
TRINITY_DN398434_c2_g1	XP_011402697	90	347	74	79	966	982	966	64	552	73	1734	2230	1188	1939	26	72	77	56	619	1452	1282
TRINITY_DN381741_c8_g4	XP_011402713	0	0	0	26	0	5	0	8	7	7	0	12	7	6	16	0	0	10	0	15	0
TRINITY_DN382888_c0_g2	XP_011402713	0	0	0	21	0	0	0	0	0	0	0	18	11	0	5	6	0	5	7	0	0
TRINITY_DN388294_c0_g5	XP_011402722	11	23	7	24	22	29	0	0	20	17	15	32	39	29	6	28	29	24	12	33	31
TRINITY_DN384724_c0_g3	XP_011402725	0	5	0	0	58	59	63	0	23	0	88	160	56	174	0	0	0	0	29	266	163
TRINITY_DN330151_c0_g1	XP_011402737	0	0	0	0	42	34	13	0	16	0	6	62	36	32	10	16	0	6	22	64	72
TRINITY_DN397951_c0_g1	XP_011402750	31	104	29	23	290	391	267	12	143	16	564	543	511	484	55	44	35	30	228	769	946
TRINITY_DN395858_c1_g8	XP_011402769	0	8	0	0	0	15	0	0	0	0	35	35	0	0	0	0	0	0	0	6	0
TRINITY_DN396596_c1_g1	XP_011402771	0	8	0	0	27	44	34	0	13	0	39	98	74	46	0	0	0	0	22	66	120
TRINITY_DN380419_c5_g2	XP_011402779	0	0	5	0	33	75	21	0	7	0	38	93	85	40	5	8	0	0	43	43	64
TRINITY_DN386822_c2_g6	XP_011402782	0	10	0	0	14	17	16	0	18	0	20	62	36	70	6	0	0	0	17	101	103
TRINITY_DN391436_c0_g1	XP_011402785	0	31	0	0	166	431	143	0	76	0	274	637	430	360	0	0	0	0	239	529	600
TRINITY_DN392741_c0_g2	XP_011402791	0	0	0	0	0	16	0	0	0	0	18	50	49	8	0	0	0	0	5	6	14
TRINITY_DN392674_c1_g2	XP_011402806	0	32	11	81	34	56	24	0	22	5	96	318	116	135	32	11	15	20	63	120	244
TRINITY_DN396879_c1_g1	XP_011402819	0	92	11	47	191	304	122	0	138	0	436	515	360	396	10	15	33	15	146	531	741
TRINITY_DN395772_c3_g6	XP_011402820	0	15	0	0	0	55	6	0	28	0	137	111	55	61	0	0	0	0	10	10	88
TRINITY_DN385665_c1_g2	XP_011402830	21	26	14	61	38	69	22	22	28	17	117	63	200	36	9	31	43	33	92	626	126
