gene_id	accession_number	gene_desscritpion	X1C	X1O1	X1D1	X1OD1	X1O24	X1D24	X1OD24	X2C	X2O1	X2D1	X2OD1	X2O24	X2D24	X2OD24	X3C	X3O1	X3D1	X3OD1	X3O24	X3D24	X3OD24
TRINITY_DN381300_c7_g2	SHU31388	ribonuclease_[Mycobacterium_abscessus_subsp._abscessus]	0	0	0	0	7	150	6	0	6	0	37	47	215	0	0	6	0	0	0	0	0
TRINITY_DN381444_c9_g3	SIJ30871	Uncharacterised_protein_[Mycobacterium_abscessus_subsp._abscessus]	7	123	0	0	6	691	0	0	124	0	338	1972	1033	8	0	0	0	0	373	12	18
TRINITY_DN385710_c3_g8	SIN12997	Cell_wall-associated_hydrolase_[Mycobacterium_abscessus_subsp._abscessus]	104	81	60	48	65	28	76	65	78	48	28	15	0	33	32	48	53	37	56	0	0
TRINITY_DN376520_c4_g1	SIP67583	conserved_hypothetical_protein_[Mycobacterium_tuberculosis]	0	0	0	0	0	5	5	0	0	0	13	18	6	0	0	0	0	0	0	14	0
TRINITY_DN373710_c6_g1	SIQ80039	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpC_[Alkalispirochaeta_americana]	0	11	0	0	0	17	0	0	7	0	0	5	11	0	0	0	0	0	0	0	0
TRINITY_DN386590_c3_g3	SJL04025	probable_ubiquitin/ribosomal_protein_S27a_fusion_protein_[Armillaria_ostoyae]	46	47	36	54	42	22	40	59	55	25	25	19	0	44	26	177	15	328	36	0	0
TRINITY_DN727908_c0_g1	SKA28863	translation_elongation_factor_TU,_partial_[Desulfococcus_multivorans_DSM_2059]<>SKA23475.1_translation_elongation_factor_TU,_partial_[Desulfococcus_multivorans_DSM_2059]	0	0	0	0	0	44	0	0	0	0	19	137	39	0	0	0	0	0	7	5	0
TRINITY_DN390618_c3_g9	SKA44954	hypothetical_protein_SAMN02745132_00255_[Enterovibrio_nigricans_DSM_22720]	0	42	0	0	9	63	11	0	45	0	35	83	97	16	0	0	0	0	20	44	14
TRINITY_DN396580_c4_g1	SKA44954	hypothetical_protein_SAMN02745132_00255_[Enterovibrio_nigricans_DSM_22720]	0	15	0	0	15	7	8	0	6	0	0	18	17	8	0	0	0	0	0	15	0
TRINITY_DN396937_c5_g4	SMF04717	Transposase_and_inactivated_derivatives,_IS1_family_[Tistlia_consotensis_USBA_355]<>SNR54730.1_Transposase_and_inactivated_derivatives,_IS1_family_[Tistlia_consotensis]	0	0	0	0	5	82	0	0	0	0	22	81	125	0	0	0	0	0	0	0	5
TRINITY_DN384495_c2_g6	SMF13578	hypothetical_protein_SAMN02982989_5432_[Rhizobium_oryzae]	12	18	11	6	8	15	17	14	0	8	0	0	12	13	8	12	10	6	9	0	23
TRINITY_DN386570_c5_g1	SMF13578	hypothetical_protein_SAMN02982989_5432_[Rhizobium_oryzae]	0	9	0	0	26	39	12	5	0	11	27	24	46	10	0	0	0	0	7	21	5
TRINITY_DN389984_c3_g2	SMF13578	hypothetical_protein_SAMN02982989_5432_[Rhizobium_oryzae]	0	0	0	0	7	0	5	0	0	0	0	5	0	0	0	0	0	0	6	12	30
TRINITY_DN377950_c5_g1	SMF42825	translation_elongation_factor_1A_(EF-1A/EF-Tu),_partial_[Tistlia_consotensis_USBA_355]	0	5	0	0	0	25	0	0	0	0	60	56	27	0	0	0	0	0	0	0	0
TRINITY_DN400630_c2_g2	SMF47299	Fe-S_cluster_biogenesis_protein_NfuA,_4Fe-4S-binding_domain_[Pseudobacteriovorax_antillogorgiicola]	0	0	0	0	6	15	0	0	0	0	5	10	25	0	0	0	0	0	0	0	0
TRINITY_DN386436_c0_g2	SMR01411	hypothetical_protein_PD5205_00087_[Xanthomonas_fragariae]<>SMR04608.1_hypothetical_protein_PD5205_03332_[Xanthomonas_fragariae]	10	0	0	0	0	0	13	9	5	0	0	0	7	0	5	0	11	18	0	0	25
TRINITY_DN391325_c0_g6	SMX55128	conserved_protein_of_unknown_function_[Brevefilum_fermentans]	0	9	0	0	0	0	0	0	6	0	0	6	6	0	0	0	0	0	0	0	6
TRINITY_DN385198_c0_g1	SMX61072	protein_of_unknown_function_[Bradyrhizobium_sp._ORS_285]	55	54	46	28	55	31	37	72	55	29	66	82	50	21	31	43	19	54	53	0	0
TRINITY_DN392985_c7_g7	SMX61072	protein_of_unknown_function_[Bradyrhizobium_sp._ORS_285]	18	52	17	0	30	91	35	15	60	19	41	13	185	33	9	7	0	11	25	24	10
TRINITY_DN372024_c0_g1	SNB66618	cytochrome_c_oxidase_subunit_2_[Thermoflexus_hugenholtzii_JAD2]	0	0	0	0	0	83	0	0	0	0	23	15	98	0	0	0	0	0	11	0	0
TRINITY_DN387412_c1_g1	SNB73606	Baseplate_J-like_protein_[Thermoflexus_hugenholtzii_JAD2]	0	7	0	0	9	22	10	0	9	0	24	8	42	22	0	0	0	0	13	5	14
TRINITY_DN385678_c2_g6	SNB85628	translation_elongation_factor_1A_(EF-1A/EF-Tu),_partial_[Rhodoblastus_acidophilus]	0	0	0	0	0	46	0	0	0	0	51	32	73	0	0	0	5	0	0	0	0
TRINITY_DN372356_c9_g5	SOB52463	hypothetical_protein_PLUA15_230206_[Pseudomonas_lundensis]	0	0	0	0	0	21	0	0	0	0	13	16	26	0	0	0	0	0	5	0	0
TRINITY_DN384050_c5_g4	SOE19040	hypothetical_protein_SAMN05877838_3990,_partial_[Hoeflea_halophila]	0	17	0	0	0	5	0	0	10	0	6	0	0	0	0	0	0	0	0	10	0
TRINITY_DN374351_c7_g1	WP_002282432	site-specific_DNA-methyltransferase_[Streptococcus_mutans]<>EMB87414.1_site-specific_DNA-methyltransferase_[Streptococcus_mutans_NMT4863]	0	0	0	0	0	84	6	0	0	0	12	63	105	0	0	0	6	0	8	0	0
TRINITY_DN388389_c3_g6	WP_002614829	anti-sigma_factor_antagonist_[Stigmatella_aurantiaca]<>EAU65852.1_anti-anti-sigma_factor_[Stigmatella_aurantiaca_DW4/3-1]<>ADO75344.1_Anti-sigma-factor_antagonist_[Stigmatella_aurantiaca_DW4/3-1]	0	8	0	0	0	37	0	0	0	0	25	21	62	0	0	0	0	0	0	0	0
TRINITY_DN393299_c7_g6	WP_002645781	2,4-dihydroxyhept-2-ene-1,7-dioic_acid_aldolase_[Gimesia_maris]<>EDL60268.1_2,4-dihydroxyhept-2-ene-1,7-dioic_acid_aldolase_[Gimesia_maris_DSM_8797]	0	5	0	0	0	0	0	0	5	0	8	5	8	0	0	0	0	0	0	0	0
TRINITY_DN454876_c0_g1	WP_002645865	alanine:cation_symporter_family_protein_[Gimesia_maris]<>EDL60013.1_sodium:alanine_symporter_[Gimesia_maris_DSM_8797]	0	0	0	0	0	15	0	0	5	0	0	19	19	0	0	0	0	0	0	9	0
TRINITY_DN392623_c5_g9	WP_002647712	hypothetical_protein_[Gimesia_maris]<>EDL58063.1_hypothetical_protein_PM8797T_18756_[Gimesia_maris_DSM_8797]	0	0	0	0	0	15	5	0	5	0	17	19	18	0	0	0	0	0	0	10	0
TRINITY_DN399354_c5_g5	WP_002652817	DUF1501_domain-containing_protein_[Blastopirellula_marina]<>EAQ79747.1_hypothetical_protein_DSM3645_24600_[Blastopirellula_marina_DSM_3645]	0	12	0	0	0	39	0	0	10	0	7	39	81	0	0	0	0	0	0	0	0
TRINITY_DN385214_c6_g3	WP_002654000	3-deoxy-7-phosphoheptulonate_synthase_[Blastopirellula_marina]<>EAQ77705.1_phospho-2-dehydro-3-deoxyheptonate_aldolase_[Blastopirellula_marina_DSM_3645]	0	0	0	0	0	122	0	0	18	0	32	76	203	0	0	0	0	0	42	0	0
TRINITY_DN393934_c2_g2	WP_002655426	hypothetical_protein_[Blastopirellula_marina]<>EAQ82556.1_hypothetical_protein_DSM3645_09162_[Blastopirellula_marina_DSM_3645]	0	7	0	0	0	29	0	0	18	0	17	34	27	0	0	0	0	0	10	0	0
TRINITY_DN383655_c8_g4	WP_002682520	hypothetical_protein_[Beggiatoa_alba]<>EIJ40996.1_Calx-beta_domain-containing_protein_[Beggiatoa_alba_B18LD]	0	0	0	0	124	0	135	0	0	0	26	24	0	225	0	0	0	0	19	0	71
TRINITY_DN400867_c2_g3	WP_002745145	transposase_[Microcystis_aeruginosa]<>CAO91371.1_unnamed_protein_product_[Microcystis_aeruginosa_PCC_7806]<>ELS47145.1_Transposase_[Microcystis_aeruginosa_DIANCHI905]<>ARI79577.1_hypothetical_protein_BH695_0296_[Microcystis_aeruginosa_PCC_7806SL]	0	0	0	0	75	68	44	0	19	0	79	87	97	161	0	0	0	0	12	76	137
TRINITY_DN394241_c2_g1	WP_002771670	hypothetical_protein_[Microcystis_aeruginosa]<>CCI04718.1_Similar_to_tr|Q8YRU7|Q8YRU7_(modular_protein)_[Microcystis_aeruginosa_PCC_9443]	0	58	0	0	0	47	0	0	61	0	78	0	74	0	0	0	0	0	6	13	0
TRINITY_DN392421_c5_g5	WP_002773437	2-isopropylmalate_synthase_[Leptonema_illini]<>EHQ07507.1_2-isopropylmalate_synthase_[Leptonema_illini_DSM_21528]	0	6	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	5	5
TRINITY_DN387282_c4_g1	WP_002773654	nitric_oxide_reductase_[Leptonema_illini]<>EHQ07615.1_nitric_oxide_reductase,_NorB_subunit_apoprotein_[Leptonema_illini_DSM_21528]	0	53	0	15	34	118	39	0	64	13	91	224	102	54	0	6	0	14	48	56	124
TRINITY_DN341649_c0_g1	WP_002777548	DUF2335_domain-containing_protein_[Microcystis_aeruginosa]<>CCI07842.1_conserved_hypothetical_protein_[Microcystis_aeruginosa_PCC_7941]	0	6	0	0	0	15	0	0	0	0	25	30	40	0	0	0	0	0	8	0	0
TRINITY_DN372248_c11_g4	WP_004163763	ABC_transporter_ATP-binding_protein_[Microcystis_aeruginosa]<>CCI39169.1_ABC-transporter_ATP-binding_protein_[Microcystis_aeruginosa_PCC_9701]	0	0	0	0	0	21	0	0	0	0	38	26	42	0	0	0	0	0	9	0	0
TRINITY_DN381819_c5_g2	WP_004274299	endopeptidase_La_[Nitrospirillum_amazonense]<>EGX99796.1_ATP-dependent_protease_La_[Nitrospirillum_amazonense_Y2]<>ASG23185.1_endopeptidase_La_[Nitrospirillum_amazonense_CBAmc]	0	0	0	0	0	24	0	0	0	0	18	11	46	5	0	0	0	0	0	0	0
TRINITY_DN400857_c3_g1	WP_004274299	endopeptidase_La_[Nitrospirillum_amazonense]<>EGX99796.1_ATP-dependent_protease_La_[Nitrospirillum_amazonense_Y2]<>ASG23185.1_endopeptidase_La_[Nitrospirillum_amazonense_CBAmc]	0	8	0	0	0	6	0	0	5	0	12	0	7	0	0	0	0	0	0	0	0
TRINITY_DN373980_c9_g2	WP_004321211	MerR_family_transcriptional_regulator_[Campylobacter_showae]<>EET79483.1_transcriptional_regulator,_MerR_family_[Campylobacter_showae_RM3277]	0	0	0	0	0	37	0	0	6	0	14	0	41	0	0	0	0	0	0	6	0
TRINITY_DN397159_c3_g1	WP_005000822	peroxidase_[Nitrococcus_mobilis]<>EAR20476.1_Peroxidase_[Nitrococcus_mobilis_Nb-231]	0	0	0	0	0	82	0	0	16	0	25	6	124	0	0	0	0	0	5	6	0
TRINITY_DN385783_c12_g2	WP_005003565	ATPase_[Nitrococcus_mobilis]<>EAR20295.1_hypothetical_protein_NB231_13711_[Nitrococcus_mobilis_Nb-231]	0	7	0	0	0	20	0	0	0	0	0	46	52	0	0	0	0	0	6	0	0
TRINITY_DN399741_c6_g1	WP_005289097	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpX_[Corynebacterium_genitalium]<>EFK54680.1_ATP-dependent_Clp_protease,_ATP-binding_subunit_ClpX_[Corynebacterium_genitalium_ATCC_33030]	0	0	0	0	0	23	0	0	0	0	17	15	36	0	0	0	0	0	5	0	0
TRINITY_DN393140_c3_g5	WP_005488729	pilus_assembly_protein_PilM_[Halanaerobium_saccharolyticum]<>CCU79386.1_type_IV_pilus_assembly_protein_PilM_[Halanaerobium_saccharolyticum_subsp._saccharolyticum_DSM_6643]	0	0	0	0	0	16	0	0	0	0	21	46	30	0	0	0	0	0	5	0	0
TRINITY_DN331745_c0_g1	WP_005523730	30S_ribosomal_protein_S14_[Corynebacterium_matruchotii]<>EEG25498.1_ribosomal_protein_S14p/S29e_[Corynebacterium_matruchotii_ATCC_33806]<>EFM47904.1_ribosomal_protein_S14p/S29e_[Corynebacterium_matruchotii_ATCC_14266]	0	0	0	0	0	28	0	0	5	0	17	10	69	0	0	0	0	0	9	0	0
TRINITY_DN380534_c0_g3	WP_006056097	class_III_poly(R)-hydroxyalkanoic_acid_synthase_subunit_PhaC_[Halogeometricum_borinquense]<>ADQ68533.1_poly(R)-hydroxyalkanoic_acid_synthase,_class_III,_PhaC_subunit_(plasmid)_[Halogeometricum_borinquense_DSM_11551]<>ELY25595.1_poly(R)-hydroxyalkanoic_acid_synthase,_class_III,_PhaC_subunit_[Halogeometricum_borinquense_DSM_11551]	0	0	0	0	0	96	0	0	6	0	24	29	181	0	0	0	0	0	0	0	0
TRINITY_DN399701_c5_g2	WP_006419247	tryptophan_synthase_subunit_beta_[delta_proteobacterium_NaphS2]<>EFK12324.1_tryptophan_synthase,_beta_subunit_[delta_proteobacterium_NaphS2]	0	0	0	0	0	15	0	0	19	0	83	8	41	0	0	0	0	0	0	0	0
TRINITY_DN396105_c10_g4	WP_006424541	3-isopropylmalate_dehydrogenase,_partial_[delta_proteobacterium_NaphS2]<>EFK06762.1_putative_3-isopropylmalate_dehydrogenase_[delta_proteobacterium_NaphS2]	0	24	0	0	0	6	0	0	18	0	14	0	27	0	0	0	0	0	0	44	5
TRINITY_DN388667_c2_g2	WP_006515052	chorismate_synthase_[Leptolyngbya_sp._PCC_7375]<>EKV00646.1_chorismate_synthase_[Leptolyngbya_sp._PCC_7375]	0	0	0	0	0	13	0	0	0	0	8	9	31	0	0	0	0	0	7	0	0
TRINITY_DN396062_c0_g5	WP_006522570	transposase_[Desulfotomaculum_gibsoniae]<>AGL01389.1_hypothetical_protein_Desgi_1943_[Desulfotomaculum_gibsoniae_DSM_7213]	0	8	0	0	0	58	0	0	0	0	51	162	80	0	0	0	0	0	0	0	0
TRINITY_DN399354_c5_g9	WP_006546172	hypothetical_protein_[Actinomyces_coleocanis]<>EEH63390.1_leucine_Rich_Repeat_protein_[Actinomyces_coleocanis_DSM_15436]	0	21	0	0	0	5	0	0	5	0	14	34	0	0	0	0	0	0	8	0	0
TRINITY_DN286918_c0_g1	WP_006556821	ribosome_biogenesis_GTPase_Der_[Veillonella_seminalis]<>EKU77718.1_ribosome-associated_GTPase_EngA_[Veillonella_seminalis_ACS-216-V-Col6b]	0	0	0	0	0	16	0	0	5	0	6	7	20	0	0	0	0	0	0	0	0
TRINITY_DN397460_c4_g1	WP_006563740	alpha-E_domain-containing_protein_[Oscillochloris_trichoides]<>EFO78973.1_hypothetical_protein_OSCT_3174_[Oscillochloris_trichoides_DG-6]	0	0	0	0	0	37	0	0	0	0	15	20	55	0	0	0	0	0	16	0	0
TRINITY_DN397408_c1_g2	WP_006621458	DNA_helicase_[Arthrospira_platensis]<>EKD10784.1_DNA_or_RNA_helicase_of_superfamily_II_[Arthrospira_platensis_C1]	0	19	0	0	0	0	0	0	32	0	25	74	7	0	0	0	0	0	0	0	0
TRINITY_DN377868_c1_g1	WP_006788288	hypothetical_protein_[Thiorhodospira_sibirica]<>EGZ43964.1_hypothetical_protein_ThisiDRAFT_2259_[Thiorhodospira_sibirica_ATCC_700588]	0	7	0	0	0	5	0	0	15	0	0	14	6	0	0	0	0	0	6	6	0
TRINITY_DN395253_c1_g5	WP_006903840	enoyl-ACP_reductase_[Thermaerobacter_subterraneus]<>EKP95808.1_enoyl-(acyl-carrier-protein)_reductase_(NADH)_[Thermaerobacter_subterraneus_DSM_13965]	0	6	0	0	0	75	0	0	7	0	15	26	53	0	0	0	0	0	19	0	0
TRINITY_DN375452_c12_g8	WP_006904290	ABC_transporter_substrate-binding_protein_[Thermaerobacter_subterraneus]<>EKP94277.1_ABC-type_proline/glycine_betaine_transport_system,_periplasmic_component_[Thermaerobacter_subterraneus_DSM_13965]	0	0	0	0	0	12	0	0	0	0	10	16	13	0	0	0	0	0	14	0	0
TRINITY_DN377473_c3_g5	WP_006904305	argininosuccinate_lyase_[Thermaerobacter_subterraneus]<>EKP94291.1_argininosuccinate_lyase_[Thermaerobacter_subterraneus_DSM_13965]	0	0	0	0	0	91	0	0	0	0	30	43	111	0	0	0	5	0	0	0	0
TRINITY_DN384879_c9_g4	WP_006926718	hypothetical_protein_[Caldithrix_abyssi]<>EHO39831.1_glycosyl_hydrolase_BNR_repeat-containing_protein_[Caldithrix_abyssi_DSM_13497]<>APF19721.1_hypothetical_protein_Cabys_2973_[Caldithrix_abyssi_DSM_13497]	0	0	0	0	0	22	0	0	10	0	16	26	34	0	0	0	0	0	0	0	0
TRINITY_DN389520_c5_g3	WP_006927109	chaperonin_GroEL_[Caldithrix_abyssi]<>EHO40181.1_60_kDa_chaperonin_[Caldithrix_abyssi_DSM_13497]<>APF20112.1_groL_chaperonin_GroEL_[Caldithrix_abyssi_DSM_13497]	0	5	0	0	0	7	0	0	0	0	16	14	29	0	0	0	0	0	8	7	6
TRINITY_DN392784_c4_g3	WP_006927396	RNA_polymerase_sigma24_factor_[Caldithrix_abyssi]<>EHO40420.1_RNA_polymerase,_sigma-24_subunit,_ECF_subfamily_[Caldithrix_abyssi_DSM_13497]<>APF16937.1_RNA_polymerase_sigma-70_factor,_ECF_subfamily_[Caldithrix_abyssi_DSM_13497]	0	11	0	0	0	14	0	0	0	0	18	86	17	6	0	0	0	0	0	0	0
TRINITY_DN401203_c3_g2	WP_006927425	thymidylate_synthase_(FAD)_[Caldithrix_abyssi]<>EHO40444.1_Thymidylate_synthase_thyX_[Caldithrix_abyssi_DSM_13497]<>APF16908.1_thyX_thymidylate_synthase_(FAD)_[Caldithrix_abyssi_DSM_13497]	0	9	0	0	8	8	0	0	12	0	15	0	8	0	0	0	0	0	0	37	8
TRINITY_DN383327_c11_g2	WP_006928907	30S_ribosomal_protein_S12_[Caldithrix_abyssi]<>EHO41731.1_ribosomal_protein_S12_[Caldithrix_abyssi_DSM_13497]	0	0	0	0	0	34	0	0	11	0	75	31	56	0	0	0	0	0	13	0	0
TRINITY_DN312020_c0_g1	WP_006928909	elongation_factor_G_[Caldithrix_abyssi]<>EHO41733.1_translation_elongation_factor_G_[Caldithrix_abyssi_DSM_13497]<>APF17650.1_fusA_translation_elongation_factor_2_(EF-2/EF-G)_[Caldithrix_abyssi_DSM_13497]	0	16	0	0	0	39	0	0	21	0	71	58	52	0	0	0	0	0	0	0	0
TRINITY_DN377277_c7_g5	WP_006929864	T9SS_C-terminal_target_domain-containing_protein_[Caldithrix_abyssi]<>EHO42505.1_hypothetical_protein_Calab_2898_[Caldithrix_abyssi_DSM_13497]<>APF18505.1_Por_secretion_system_C-terminal_sorting_domain-containing_protein_[Caldithrix_abyssi_DSM_13497]	5	6	0	0	0	268	0	0	0	0	65	93	310	0	0	0	0	0	0	0	0
TRINITY_DN397452_c3_g9	WP_007002415	ABC_transporter_permease_[Roseomonas_cervicalis]<>EFH10406.1_ABC_transporter,_permease_protein_[Roseomonas_cervicalis_ATCC_49957]	0	5	0	0	0	18	0	0	11	0	0	5	47	0	0	0	0	0	0	0	0
TRINITY_DN377690_c7_g4	WP_007038793	chaperonin_GroEL_[Thiorhodococcus_drewsii]<>EGV33922.1_60_kDa_chaperonin_[Thiorhodococcus_drewsii_AZ1]	0	0	0	0	0	5	6	7	7	0	10	0	12	0	0	6	0	0	11	0	0
TRINITY_DN392445_c0_g1	WP_007068468	ammonium_transporter_[Fulvimarina_pelagi]<>EAU42100.1_ammonium_transporter_family_protein_[Fulvimarina_pelagi_HTCC2506]	0	8	0	0	0	13	0	0	0	0	7	12	37	0	0	0	0	0	0	0	0
TRINITY_DN396450_c3_g4	WP_007131602	MULTISPECIES:_ABC_transporter_substrate-binding_protein_[Bacillales]<>EHB62331.1_extracellular_solute-binding_protein_family_1_[Paenibacillus_lactis_154]	0	8	0	0	5	5	0	0	8	0	7	9	17	0	0	0	0	0	0	0	0
TRINITY_DN384820_c9_g1	WP_007154565	MULTISPECIES:_cyclic_pyranopterin_monophosphate_synthase_MoaC_[Marinobacter]<>EDM46912.1_molybdenum_cofactor_biosynthesis_protein_C_[Marinobacter_algicola_DG893]<>AHI31337.1_molybdenum_cofactor_biosynthesis_protein_MoaC_[Marinobacter_salarius]<>KXJ44110.1_cyclic_pyranopterin_monophosphate_synthase_accessory_protein_[Marinobacter_sp._Hex_13]<>SFM01201.1_cyclic_pyranopterin_monophosphate_synthase_subunit_MoaC_[Marinobacter_sp._DSM_26291]<>OLF84685.1_cyclic_pyranopterin_monophosphate_synthase_accessory_protein_[Marinobacter_sp._C18]<>ARM85358.1_cyclic_pyranopterin_monophosphate_synthase_accessory_protein_[Marinobacter_salarius]	0	6	0	0	0	6	0	0	6	0	12	10	11	0	0	0	0	0	0	0	0
TRINITY_DN401219_c2_g2	WP_007193607	DUF499_domain-containing_protein_[Thiocapsa_marina]<>EGV18195.1_hypothetical_protein_ThimaDRAFT_2734_[Thiocapsa_marina_5811]	0	5	0	0	0	0	0	0	8	0	7	0	12	0	0	0	0	0	0	0	5
TRINITY_DN390126_c1_g3	WP_007220192	transposase_[Candidatus_Jettenia_caeni]<>GAB61066.1_transposase_[Candidatus_Jettenia_caeni]	0	24	0	0	0	25	0	0	0	0	0	5	33	0	0	0	0	0	6	0	0
TRINITY_DN374568_c2_g1	WP_007222630	phosphodiesterase/nucleotide_pyrophosphatase_[Candidatus_Jettenia_caeni]<>GAB63544.1_phosphodiesterase/nucleotide_pyrophosphatase_[Candidatus_Jettenia_caeni]	0	0	0	0	0	11	0	0	7	0	12	16	7	0	0	0	0	0	0	0	0
TRINITY_DN400015_c9_g3	WP_007224414	xanthine_dehydrogenase_family_protein_molybdopterin-binding_subunit_[marine_gamma_proteobacterium_HTCC2143]<>EAW33040.1_4-Hydroxybenzoyl-CoA_reductase_alpha-subunit_[marine_gamma_proteobacterium_HTCC2143]	0	43	0	0	0	28	0	0	22	0	7	5	31	0	0	0	0	0	5	0	0
TRINITY_DN387251_c3_g9	WP_007241431	amylovoran_biosynthesis_protein_AmsE_[Haemophilus_pittmaniae]<>EGV07613.1_amylovoran_biosynthesis_glycosyltransferase_AmsE_[Haemophilus_pittmaniae_HK_85]<>SNV82984.1_putative_UDP-galactose--lipooligosaccharide_galactosyltransferase_[Haemophilus_pittmaniae]	0	47	0	0	11	98	31	0	30	7	83	147	125	10	0	0	9	0	26	27	10
TRINITY_DN401367_c12_g2	WP_007332699	hypothetical_protein_[Rhodopirellula_baltica]<>EKK01681.1_cadherin_domain/calx-beta_domain_protein_[Rhodopirellula_baltica_SH28]	0	28	0	0	0	25	7	0	27	0	32	57	63	0	0	0	0	0	8	34	0
TRINITY_DN383628_c3_g4	WP_007402744	exosome_complex_exonuclease_Rrp41_[Candidatus_Nitrosoarchaeum_limnia]<>EGG41487.1_exosome_complex_exonuclease_1_[Candidatus_Nitrosoarchaeum_limnia_SFB1]<>EPA05421.1_exosome_complex_exonuclease_1_[Candidatus_Nitrosoarchaeum_limnia_BG20]	0	18	9	6	10	54	25	5	16	9	49	58	78	36	0	14	0	10	47	55	55
TRINITY_DN384147_c10_g7	WP_007413438	gamma-glutamyltransferase_[Pedosphaera_parvula]<>EEF62558.1_gamma-glutamyltransferase_[bacterium_Ellin514]	0	7	0	0	0	0	0	0	6	0	6	36	10	0	0	0	0	0	0	0	0
TRINITY_DN368357_c1_g1	WP_007414212	co-chaperone_GroES_[Pedosphaera_parvula]<>EEF61678.1_chaperonin_Cpn10_[bacterium_Ellin514]	0	47	0	0	0	76	0	0	53	0	216	43	78	6	0	0	0	0	13	0	0
TRINITY_DN390032_c0_g7	WP_007414555	glutamate_synthase_large_subunit_[Pedosphaera_parvula]<>EEF61321.1_Glutamate_synthase_(ferredoxin)_[bacterium_Ellin514]	0	5	0	0	0	32	0	0	5	0	33	85	44	0	0	0	0	0	0	5	0
TRINITY_DN283708_c0_g1	WP_007415705	peptidase_M55_[Pedosphaera_parvula]<>EEF60325.1_peptidase_M55_D-aminopeptidase_[bacterium_Ellin514]	0	9	0	0	0	47	14	0	12	0	176	76	79	6	0	0	0	0	32	12	46
TRINITY_DN342928_c0_g2	WP_007417159	dihydrolipoyl_dehydrogenase_[Pedosphaera_parvula]<>EEF58766.1_dihydrolipoamide_dehydrogenase_[bacterium_Ellin514]	0	5	0	0	0	8	0	0	6	0	15	8	14	0	0	0	0	0	0	0	0
TRINITY_DN372544_c7_g1	WP_007551694	Hsp20/alpha_crystallin_family_protein_[Candidatus_Nitrosoarchaeum_koreensis]<>EGP94658.1_Heat_shock_protein_HSP20_[Candidatus_Nitrosoarchaeum_koreensis_MY1]	8	134	0	0	421	94	301	0	125	0	162	18	300	285	0	0	0	0	0	26	14
TRINITY_DN388351_c1_g5	WP_007562643	methyltransferase_domain-containing_protein_[Methylobacterium_sp._GXF4]<>EIZ84811.1_hypothetical_protein_WYO_2495_[Methylobacterium_sp._GXF4]	0	0	0	0	0	8	0	0	0	0	27	36	38	0	0	0	0	0	22	0	0
TRINITY_DN355341_c0_g1	WP_007604779	serine_protease_[Bradyrhizobium_sp._WSM471]<>EHR00240.1_subtilisin-like_serine_protease_[Bradyrhizobium_sp._WSM471]	0	16	0	0	0	9	0	0	18	0	0	14	31	0	0	0	0	0	5	0	0
TRINITY_DN384473_c5_g1	WP_007669929	Malate/L-lactate_dehydrogenase_[alpha_proteobacterium_BAL199]<>EDP66244.1_Malate/L-lactate_dehydrogenase_[alpha_proteobacterium_BAL199]	0	0	0	0	0	46	0	0	0	0	17	54	60	5	0	0	0	0	0	0	0
TRINITY_DN384786_c5_g3	WP_007677388	porin_[alpha_proteobacterium_BAL199]<>EDP62883.1_hypothetical_protein_BAL199_11017_[alpha_proteobacterium_BAL199]	0	0	0	0	0	20	0	0	0	0	20	77	12	0	0	0	0	0	7	5	0
TRINITY_DN391838_c1_g1	WP_007677388	porin_[alpha_proteobacterium_BAL199]<>EDP62883.1_hypothetical_protein_BAL199_11017_[alpha_proteobacterium_BAL199]	7	67	0	0	0	5	0	0	60	0	5	5	41	0	0	0	0	0	0	13	20
TRINITY_DN396385_c1_g4	WP_007677388	porin_[alpha_proteobacterium_BAL199]<>EDP62883.1_hypothetical_protein_BAL199_11017_[alpha_proteobacterium_BAL199]	0	0	0	0	0	231	0	0	5	0	5	64	257	0	0	0	0	0	0	0	0
TRINITY_DN384403_c2_g1	WP_007757595	hypothetical_protein_[Rhizobium_sp._CF080]<>EUB99503.1_hypothetical_protein_PMI07_005784_[Rhizobium_sp._CF080]	0	31	0	0	0	538	0	0	13	0	84	208	855	0	0	0	0	0	5	0	0
TRINITY_DN390451_c5_g5	WP_007906187	cell_division_protein_FtsH_[Ktedonobacter_racemifer]<>EFH89529.1_ATP-dependent_metalloprotease_FtsH_[Ktedonobacter_racemifer_DSM_44963]	0	0	0	0	0	44	0	0	6	0	15	18	125	0	0	0	0	0	0	0	0
TRINITY_DN375603_c3_g3	WP_007907914	long-chain_fatty_acid--CoA_ligase_[Ktedonobacter_racemifer]<>EFH90488.1_AMP-dependent_synthetase_and_ligase_[Ktedonobacter_racemifer_DSM_44963]	0	5	0	0	0	12	0	0	0	0	11	5	28	0	0	0	0	0	0	0	0
TRINITY_DN380283_c5_g5	WP_007912063	DUF3090_domain-containing_protein_[Ktedonobacter_racemifer]<>EFH87164.1_conserved_hypothetical_protein_[Ktedonobacter_racemifer_DSM_44963]	0	0	0	0	0	33	0	0	0	0	22	21	62	0	0	0	0	0	5	0	0
